ProductKey,ProductAlternateKey,EnglishProductName,StandardCost,Color,ModelName,EnglishDescription,Status,EnglishProductSubcategoryName,EnglishProductCategoryName
326,BK-R50R-44,"Road-650 Red, 44",413.1463,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
327,BK-R50R-44,"Road-650 Red, 44",486.7066,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
328,BK-R50R-48,"Road-650 Red, 48",413.1463,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
329,BK-R50R-48,"Road-650 Red, 48",486.7066,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
330,BK-R50R-52,"Road-650 Red, 52",413.1463,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
331,BK-R50R-52,"Road-650 Red, 52",486.7066,Red,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
332,BK-R50B-58,"Road-650 Black, 58",413.1463,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
333,BK-R50B-58,"Road-650 Black, 58",486.7066,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
334,BK-R50B-60,"Road-650 Black, 60",413.1463,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
335,BK-R50B-60,"Road-650 Black, 60",486.7066,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
336,BK-R50B-62,"Road-650 Black, 62",413.1463,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
337,BK-R50B-62,"Road-650 Black, 62",486.7066,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
338,BK-R50B-44,"Road-650 Black, 44",413.1463,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
339,BK-R50B-44,"Road-650 Black, 44",486.7066,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
340,BK-R50B-48,"Road-650 Black, 48",413.1463,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
341,BK-R50B-48,"Road-650 Black, 48",486.7066,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
342,BK-R50B-52,"Road-650 Black, 52",413.1463,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
343,BK-R50B-52,"Road-650 Black, 52",486.7066,Black,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",NULL,Road Bikes,Bikes
344,BK-M82S-38,"Mountain-100 Silver, 38",1912.1544,Silver,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Mountain Bikes,Bikes
345,BK-M82S-42,"Mountain-100 Silver, 42",1912.1544,Silver,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Mountain Bikes,Bikes
346,BK-M82S-44,"Mountain-100 Silver, 44",1912.1544,Silver,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Mountain Bikes,Bikes
347,BK-M82S-48,"Mountain-100 Silver, 48",1912.1544,Silver,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Mountain Bikes,Bikes
348,BK-M82B-38,"Mountain-100 Black, 38",1898.0944,Black,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Mountain Bikes,Bikes
349,BK-M82B-42,"Mountain-100 Black, 42",1898.0944,Black,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Mountain Bikes,Bikes
350,BK-M82B-44,"Mountain-100 Black, 44",1898.0944,Black,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Mountain Bikes,Bikes
351,BK-M82B-48,"Mountain-100 Black, 48",1898.0944,Black,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",NULL,Mountain Bikes,Bikes
352,BK-M68S-38,"Mountain-200 Silver, 38",1117.8559,Silver,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Mountain Bikes,Bikes
353,BK-M68S-38,"Mountain-200 Silver, 38",1265.6195,Silver,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
354,BK-M68S-42,"Mountain-200 Silver, 42",1117.8559,Silver,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Mountain Bikes,Bikes
355,BK-M68S-42,"Mountain-200 Silver, 42",1265.6195,Silver,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
356,BK-M68S-46,"Mountain-200 Silver, 46",1117.8559,Silver,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Mountain Bikes,Bikes
357,BK-M68S-46,"Mountain-200 Silver, 46",1265.6195,Silver,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
358,BK-M68B-38,"Mountain-200 Black, 38",1105.81,Black,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Mountain Bikes,Bikes
359,BK-M68B-38,"Mountain-200 Black, 38",1251.9813,Black,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
360,BK-M68B-42,"Mountain-200 Black, 42",1105.81,Black,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Mountain Bikes,Bikes
361,BK-M68B-42,"Mountain-200 Black, 42",1251.9813,Black,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
362,BK-M68B-46,"Mountain-200 Black, 46",1105.81,Black,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,NULL,Mountain Bikes,Bikes
363,BK-M68B-46,"Mountain-200 Black, 46",1251.9813,Black,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current,Mountain Bikes,Bikes
364,BK-M47B-38,"Mountain-300 Black, 38",598.4354,Black,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,NULL,Mountain Bikes,Bikes
365,BK-M47B-40,"Mountain-300 Black, 40",598.4354,Black,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,NULL,Mountain Bikes,Bikes
366,BK-M47B-44,"Mountain-300 Black, 44",598.4354,Black,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,NULL,Mountain Bikes,Bikes
367,BK-M47B-48,"Mountain-300 Black, 48",598.4354,Black,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,NULL,Mountain Bikes,Bikes
368,BK-R89R-44,"Road-250 Red, 44",1518.7864,Red,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Road Bikes,Bikes
369,BK-R89R-48,"Road-250 Red, 48",1518.7864,Red,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Road Bikes,Bikes
370,BK-R89R-52,"Road-250 Red, 52",1518.7864,Red,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Road Bikes,Bikes
371,BK-R89R-58,"Road-250 Red, 58",1320.6838,Red,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Road Bikes,Bikes
372,BK-R89R-58,"Road-250 Red, 58",1554.9479,Red,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Road Bikes,Bikes
373,BK-R89B-44,"Road-250 Black, 44",1320.6838,Black,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Road Bikes,Bikes
374,BK-R89B-44,"Road-250 Black, 44",1554.9479,Black,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Road Bikes,Bikes
375,BK-R89B-48,"Road-250 Black, 48",1320.6838,Black,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Road Bikes,Bikes
376,BK-R89B-48,"Road-250 Black, 48",1554.9479,Black,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Road Bikes,Bikes
377,BK-R89B-52,"Road-250 Black, 52",1320.6838,Black,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Road Bikes,Bikes
378,BK-R89B-52,"Road-250 Black, 52",1554.9479,Black,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Road Bikes,Bikes
379,BK-R89B-58,"Road-250 Black, 58",1320.6838,Black,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",NULL,Road Bikes,Bikes
380,BK-R89B-58,"Road-250 Black, 58",1554.9479,Black,Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",Current,Road Bikes,Bikes
381,BK-R64Y-38,"Road-550-W Yellow, 38",605.6492,Yellow,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",NULL,Road Bikes,Bikes
382,BK-R64Y-38,"Road-550-W Yellow, 38",713.0798,Yellow,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Road Bikes,Bikes
383,BK-R64Y-40,"Road-550-W Yellow, 40",605.6492,Yellow,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",NULL,Road Bikes,Bikes
384,BK-R64Y-40,"Road-550-W Yellow, 40",713.0798,Yellow,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Road Bikes,Bikes
385,BK-R64Y-42,"Road-550-W Yellow, 42",605.6492,Yellow,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",NULL,Road Bikes,Bikes
386,BK-R64Y-42,"Road-550-W Yellow, 42",713.0798,Yellow,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Road Bikes,Bikes
387,BK-R64Y-44,"Road-550-W Yellow, 44",605.6492,Yellow,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",NULL,Road Bikes,Bikes
388,BK-R64Y-44,"Road-550-W Yellow, 44",713.0798,Yellow,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Road Bikes,Bikes
389,BK-R64Y-48,"Road-550-W Yellow, 48",605.6492,Yellow,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",NULL,Road Bikes,Bikes
390,BK-R64Y-48,"Road-550-W Yellow, 48",713.0798,Yellow,Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",Current,Road Bikes,Bikes
391,FK-1639,LL Fork,65.8097,NA,LL Fork,Stout design absorbs shock and offers more precise steering.,NULL,Forks,Components
392,FK-5136,ML Fork,77.9176,NA,ML Fork,Composite road fork with an aluminum steerer tube.,NULL,Forks,Components
393,FK-9939,HL Fork,101.8936,NA,HL Fork,High-performance carbon road fork with curved legs.,NULL,Forks,Components
394,HS-0296,LL Headset,15.1848,NA,LL Headset,Threadless headset provides quality at an economical price.,NULL,Headsets,Components
395,HS-2451,ML Headset,45.4168,NA,ML Headset,Sealed cartridge keeps dirt out.,NULL,Headsets,Components
396,HS-3479,HL Headset,55.3801,NA,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",NULL,Headsets,Components
397,HB-M243,LL Mountain Handlebars,17.978,NA,LL Mountain Handlebars,All-purpose bar for on or off-road.,NULL,Handlebars,Components
398,HB-M243,LL Mountain Handlebars,19.7758,NA,LL Mountain Handlebars,All-purpose bar for on or off-road.,Current,Handlebars,Components
399,HB-M763,ML Mountain Handlebars,24.9932,NA,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,NULL,Handlebars,Components
400,HB-M763,ML Mountain Handlebars,27.4925,NA,ML Mountain Handlebars,Tough aluminum alloy bars for downhill.,Current,Handlebars,Components
401,HB-M918,HL Mountain Handlebars,48.5453,NA,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,NULL,Handlebars,Components
402,HB-M918,HL Mountain Handlebars,53.3999,NA,HL Mountain Handlebars,Flat bar strong enough for the pro circuit.,Current,Handlebars,Components
403,HB-R504,LL Road Handlebars,17.978,NA,LL Road Handlebars,Unique shape provides easier reach to the levers.,NULL,Handlebars,Components
404,HB-R504,LL Road Handlebars,19.7758,NA,LL Road Handlebars,Unique shape provides easier reach to the levers.,Current,Handlebars,Components
405,HB-R720,ML Road Handlebars,24.9932,NA,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,NULL,Handlebars,Components
406,HB-R720,ML Road Handlebars,27.4925,NA,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,Current,Handlebars,Components
407,HB-R956,HL Road Handlebars,48.5453,NA,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,NULL,Handlebars,Components
408,HB-R956,HL Road Handlebars,53.3999,NA,HL Road Handlebars,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,Current,Handlebars,Components
409,FR-M63B-38,"ML Mountain Frame - Black, 38",185.8193,Black,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,NULL,Mountain Frames,Components
410,FW-M423,LL Mountain Front Wheel,26.9708,Black,LL Mountain Front Wheel,Replacement mountain wheel for entry-level rider.,NULL,Wheels,Components
411,FW-M762,ML Mountain Front Wheel,92.8071,Black,ML Mountain Front Wheel,Replacement mountain wheel for the casual to serious rider.,NULL,Wheels,Components
412,FW-M928,HL Mountain Front Wheel,133.2955,Black,HL Mountain Front Wheel,High-performance mountain replacement wheel.,NULL,Wheels,Components
413,FW-R623,LL Road Front Wheel,37.9909,Black,LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,NULL,Wheels,Components
414,FW-R762,ML Road Front Wheel,110.2829,Black,ML Road Front Wheel,Sturdy alloy features a quick-release hub.,NULL,Wheels,Components
415,FW-R820,HL Road Front Wheel,146.5466,Black,HL Road Front Wheel,Strong wheel with double-walled rim.,NULL,Wheels,Components
416,FW-T905,Touring Front Wheel,96.7964,Black,Touring Front Wheel,Aerodynamic rims for smooth riding.,NULL,Wheels,Components
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",300.1188,Yellow,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",NULL,Road Frames,Components
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",360.9428,Yellow,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Road Frames,Components
419,RW-M423,LL Mountain Rear Wheel,38.9588,Black,LL Mountain Rear Wheel,Replacement mountain wheel for entry-level rider.,NULL,Wheels,Components
420,RW-M762,ML Mountain Rear Wheel,104.7951,Black,ML Mountain Rear Wheel,Replacement mountain wheel for the casual to serious rider.,NULL,Wheels,Components
421,RW-M928,HL Mountain Rear Wheel,145.2835,Black,HL Mountain Rear Wheel,High-performance mountain replacement wheel.,NULL,Wheels,Components
422,RW-R623,LL Road Rear Wheel,49.9789,Black,LL Road Rear Wheel,Replacement road rear wheel for entry-level cyclist.,NULL,Wheels,Components
423,RW-R762,ML Road Rear Wheel,122.2709,Black,ML Road Rear Wheel,Aluminum alloy rim with stainless steel spokes; built for speed.,NULL,Wheels,Components
424,RW-R820,HL Road Rear Wheel,158.5346,Black,HL Road Rear Wheel,Strong rear wheel with double-walled rim.,NULL,Wheels,Components
425,RW-T905,Touring Rear Wheel,108.7844,Black,Touring Rear Wheel,Excellent aerodynamic rims guarantee a smooth ride.,NULL,Wheels,Components
426,FR-M63B-40,"ML Mountain Frame - Black, 40",185.8193,Black,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,NULL,Mountain Frames,Components
427,FR-M63B-44,"ML Mountain Frame - Black, 44",185.8193,Black,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,NULL,Mountain Frames,Components
428,FR-M63B-48,"ML Mountain Frame - Black, 48",185.8193,Black,ML Mountain Frame,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,NULL,Mountain Frames,Components
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",300.1188,Yellow,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",NULL,Road Frames,Components
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",360.9428,Yellow,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Road Frames,Components
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",300.1188,Yellow,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",NULL,Road Frames,Components
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",360.9428,Yellow,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Road Frames,Components
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",300.1188,Yellow,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",NULL,Road Frames,Components
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",360.9428,Yellow,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Road Frames,Components
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",300.1188,Yellow,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",NULL,Road Frames,Components
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",360.9428,Yellow,ML Road Frame-W,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",Current,Road Frames,Components
437,FR-R92B-62,"HL Road Frame - Black, 62",722.2568,Black,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,NULL,Road Frames,Components
438,FR-R92B-62,"HL Road Frame - Black, 62",868.6342,Black,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Road Frames,Components
439,FR-R92B-44,"HL Road Frame - Black, 44",722.2568,Black,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,NULL,Road Frames,Components
440,FR-R92B-44,"HL Road Frame - Black, 44",868.6342,Black,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Road Frames,Components
441,FR-R92B-48,"HL Road Frame - Black, 48",722.2568,Black,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,NULL,Road Frames,Components
442,FR-R92B-48,"HL Road Frame - Black, 48",868.6342,Black,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Road Frames,Components
443,FR-R92B-52,"HL Road Frame - Black, 52",722.2568,Black,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,NULL,Road Frames,Components
444,FR-R92B-52,"HL Road Frame - Black, 52",868.6342,Black,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current,Road Frames,Components
445,SH-M897-S,"Men's Sports Shorts, S",24.7459,Black,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,NULL,Shorts,Clothing
446,PA-T100,"Touring-Panniers, Large",51.5625,Grey,Touring-Panniers,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",NULL,Panniers,Accessories
447,LO-C100,Cable Lock,10.3125,NA,Cable Lock,"Wraps to fit front and rear tires, carrier and 2 keys included.",NULL,Locks,Accessories
448,PU-0452,Minipump,8.2459,NA,Minipump,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,NULL,Pumps,Accessories
449,PU-M044,Mountain Pump,10.3084,NA,Mountain Pump,Simple and light-weight. Emergency patches stored in handle.,NULL,Pumps,Accessories
450,LT-T990,Taillights - Battery-Powered,5.7709,NA,Taillight,Affordable light for safe night riding - uses 3 AAA batteries,NULL,Lights,Accessories
451,LT-H902,Headlights - Dual-Beam,14.4334,NA,Headlights - Dual-Beam,Rechargeable dual-beam headlight.,NULL,Lights,Accessories
452,LT-H903,Headlights - Weatherproof,18.5584,NA,Headlights - Weatherproof,Rugged weatherproof headlight.,NULL,Lights,Accessories
453,SH-M897-M,"Men's Sports Shorts, M",24.7459,Black,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,NULL,Shorts,Clothing
454,SH-M897-L,"Men's Sports Shorts, L",24.7459,Black,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,NULL,Shorts,Clothing
455,SH-M897-X,"Men's Sports Shorts, XL",24.7459,Black,Men's Sports Shorts,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,NULL,Shorts,Clothing
456,TG-W091-S,"Women's Tights, S",30.9334,Black,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,NULL,Tights,Clothing
457,TG-W091-M,"Women's Tights, M",30.9334,Black,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,NULL,Tights,Clothing
458,TG-W091-L,"Women's Tights, L",30.9334,Black,Women's Tights,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,NULL,Tights,Clothing
459,SB-M891-S,"Men's Bib-Shorts, S",37.1209,Multi,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",NULL,Bib-Shorts,Clothing
460,SB-M891-M,"Men's Bib-Shorts, M",37.1209,Multi,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",NULL,Bib-Shorts,Clothing
461,SB-M891-L,"Men's Bib-Shorts, L",37.1209,Multi,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",NULL,Bib-Shorts,Clothing
462,GL-H102-S,"Half-Finger Gloves, S",9.7136,Black,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",NULL,Gloves,Clothing
463,GL-H102-S,"Half-Finger Gloves, S",9.1593,Black,Half-Finger Gloves,"Full padding, improved finger flex, durable palm, adjustable closure.",Current,Gloves,Clothing
